uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
4100,Santiago Silva,Silver Non-rare,N/A,272417,68,0,-1,-1,-1,0,1,0,0,1,0,0,0,0,0,3,37,38,28,31,61,30,66,70,30,39,18,16,21,12,12,18,14,20,15,12,14,15,53,12,16,14,16,19,13,68,66,70,69,65
4101,Andrej Fábry,Silver Non-rare,N/A,276259,68,18,-1,-1,-1,0,0,0,0,33,22,43,0,0,2,3,76,73,80,81,65,71,63,61,48,59,28,60,68,69,57,69,60,72,46,65,69,40,69,65,44,32,59,68,54,10,10,10,10,10
4102,Diogo André Santos Nascimento,Silver Non-rare,N/A,276998,68,14,-1,-1,-1,0,0,0,0,18,0,0,0,0,1,3,76,71,85,83,54,71,41,68,64,62,54,62,69,73,60,71,46,43,50,69,73,55,65,69,60,64,42,52,49,10,10,10,10,10
4103,Paula Gutiérrez Caballero,Silver Non-rare,N/A,72147,68,14,-1,-1,-1,0,0,0,0,20,14,0,0,0,1,3,66,68,64,62,63,62,54,69,56,72,70,70,64,71,66,68,50,58,62,68,72,55,55,68,67,54,44,67,51,10,10,10,10,10
4104,Miguel Ángel Brau Blánquez,Silver Non-rare,N/A,72423,68,7,-1,-1,-1,0,0,0,0,9,0,0,0,0,1,2,71,71,66,64,63,67,57,65,66,61,65,58,59,66,66,66,48,45,54,57,66,66,54,57,66,63,45,58,44,10,10,10,10,10
4105,Sean Johnson,Silver Non-rare,N/A,190780,68,0,-1,-1,-1,0,0,0,0,2,0,0,0,0,0,2,34,37,40,52,63,35,72,66,30,50,18,13,35,20,13,19,12,19,14,46,43,16,52,46,15,15,17,13,16,67,65,69,71,67
4106,Adam Forshaw,Silver Non-rare,N/A,193910,68,14,-1,-1,-1,0,0,0,0,20,15,0,0,0,1,3,54,43,66,79,56,66,64,67,72,72,64,61,69,70,63,66,59,63,47,70,71,65,66,70,66,64,57,67,62,10,10,10,10,10
4107,Dominic Iorfa,Silver Rare,N/A,218658,68,5,-1,-1,-1,270532608,0,0,0,48,5,0,0,0,1,3,75,87,44,43,77,57,88,63,66,60,66,54,56,60,53,61,45,24,66,57,60,66,47,57,65,63,24,37,31,10,10,10,10,10
4108,Adam Lundkvist,Silver Non-rare,N/A,220600,68,7,-1,-1,-1,36864,0,0,0,7,0,0,0,0,1,2,68,66,77,78,61,76,57,65,69,68,66,48,65,65,66,55,42,63,53,60,63,65,68,60,65,64,64,75,53,10,10,10,10,10
4109,Blás Riveros,Silver Non-rare,N/A,233476,68,7,-1,-1,-1,131072,0,0,0,10,29,0,0,0,2,3,76,80,83,77,78,73,72,60,60,65,57,64,51,68,65,69,25,34,60,59,65,59,44,59,65,67,25,54,40,10,10,10,10,10
4110,Jacob Karlstrøm,Silver Rare,N/A,235606,68,0,-1,-1,-1,1024,0,0,0,45,0,0,0,0,0,2,38,37,38,46,65,28,72,63,26,42,16,11,48,28,14,19,9,14,16,36,32,20,51,36,12,12,12,15,18,67,66,68,68,67
4111,Adam Jakobsen,Silver Rare,N/A,243795,68,18,-1,-1,-1,50331649,0,0,0,33,30,43,0,0,2,3,81,82,69,60,79,65,74,66,70,67,21,66,68,67,62,66,67,44,59,64,66,25,65,64,22,20,62,44,63,10,10,10,10,10
4112,Lautaro Valenti,Silver Non-rare,N/A,246164,68,5,-1,-1,-1,262144,0,0,0,11,0,0,0,0,1,4,68,70,60,59,76,77,74,61,70,55,65,46,47,59,45,55,40,55,69,56,63,69,70,56,69,70,42,58,53,10,10,10,10,10
4113,Kwadwo Baah,Silver Rare,N/A,254807,68,12,-1,-1,-1,0,0,0,0,25,42,0,0,0,2,2,89,87,75,78,71,58,72,66,57,63,28,65,62,65,62,71,63,46,42,52,62,30,68,52,32,24,41,47,48,10,10,10,10,10
4114,Matthew Hoppe,Bronze Non-rare,N/A,259751,63,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,3,74,75,68,53,75,47,71,60,41,58,16,62,53,62,56,64,63,43,59,52,59,22,62,52,22,18,60,66,55,10,10,10,10,10
4115,Emily Ramsey,Silver Non-rare,N/A,265269,68,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,36,33,44,59,62,27,71,67,22,60,9,6,46,19,13,12,7,18,8,35,31,15,53,35,12,15,9,11,19,68,68,70,67,66
4116,David Justin Taylor,Bronze Non-rare,N/A,261196,63,3,-1,-1,-1,0,0,0,0,5,9,0,0,0,1,2,70,70,61,71,68,66,78,64,60,49,62,47,43,60,55,56,25,25,47,51,58,60,36,51,61,60,24,30,31,10,10,10,10,10
4117,Tim Rossmann,Silver Rare,N/A,266011,68,16,-1,-1,-1,2097152,0,0,0,30,43,39,0,0,2,3,87,92,80,76,66,68,64,65,49,55,24,66,56,69,59,73,61,36,43,44,64,32,69,44,40,30,58,61,44,10,10,10,10,10
4118,Jovon Makama,Bronze Rare,N/A,263115,63,25,-1,-1,-1,0,0,0,0,41,26,0,0,0,1,3,73,68,64,61,83,60,83,59,53,60,20,62,49,59,38,58,64,44,62,51,60,26,65,51,20,26,60,42,55,10,10,10,10,10
4119,Miriaél Taylor,Silver Non-rare,N/A,267374,68,14,-1,-1,-1,0,0,0,0,20,0,0,0,0,2,3,66,38,70,61,81,60,84,67,42,60,40,72,65,74,53,71,68,69,70,67,72,29,71,67,64,47,68,62,63,10,10,10,10,10
4120,Will Jarvis,Bronze Rare,N/A,263840,63,27,-1,-1,-1,1048576,0,0,0,38,35,0,0,0,2,4,76,74,79,66,65,60,57,58,42,60,22,56,55,63,62,66,61,44,52,54,58,17,65,54,25,22,54,67,63,10,10,10,10,10
4121,Rodrigo Saravia,Silver Non-rare,N/A,267409,68,10,-1,-1,-1,0,0,0,0,14,0,0,0,0,2,3,65,69,54,71,70,78,72,65,73,50,65,61,62,62,50,42,55,47,57,60,77,61,72,60,69,56,48,41,42,10,10,10,10,10
4122,Dale Taylor,Bronze Non-rare,N/A,265468,63,25,-1,-1,-1,16,0,0,0,41,31,0,0,0,1,2,75,70,69,74,67,62,58,64,57,62,15,64,55,61,38,63,65,40,56,40,58,32,64,40,37,28,58,48,62,10,10,10,10,10
4123,Antoine Hainaut,Silver Non-rare,N/A,271856,68,3,-1,-1,-1,0,0,0,0,5,0,0,0,0,1,2,68,63,57,67,60,52,53,67,69,60,69,64,56,71,61,67,51,40,55,62,70,71,67,62,68,70,51,61,46,10,10,10,10,10
4124,Sonny Perkins,Bronze Non-rare,N/A,266074,63,12,-1,-1,-1,0,0,0,0,25,42,0,0,0,2,4,67,69,68,64,62,64,56,61,49,61,29,62,61,63,59,62,62,52,55,52,60,32,65,52,27,24,57,54,58,10,10,10,10,10
4125,Sinclair Armstrong,Silver Rare,N/A,272365,68,25,-1,-1,-1,66,0,0,0,42,0,0,0,0,2,2,88,90,66,59,89,64,85,64,75,57,25,64,55,64,53,66,67,40,60,46,59,18,75,46,15,20,63,57,58,10,10,10,10,10
4126,Hannah Poulter,Bronze Rare,N/A,266590,63,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,36,36,49,34,59,25,67,68,31,41,15,15,42,39,13,17,10,13,12,23,24,15,44,23,11,11,12,11,16,59,63,59,60,62
4127,Mauro Peinipil,Silver Non-rare,N/A,272947,68,3,-1,-1,-1,0,0,0,0,5,23,0,0,0,1,2,72,78,70,58,72,82,62,63,59,49,66,67,63,67,57,62,36,39,63,58,66,65,52,58,65,59,33,57,55,10,10,10,10,10
4128,Toni Stahl,Bronze Non-rare,N/A,269560,63,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,22,29,23,24,37,23,35,55,19,33,8,6,40,16,11,10,8,14,12,25,24,6,47,25,14,12,9,13,10,64,62,62,65,61
4129,Franziska Mai,Silver Non-rare,N/A,275533,68,14,-1,-1,-1,0,0,0,0,18,0,0,0,0,2,3,56,66,61,46,50,62,58,66,64,63,64,66,70,72,66,66,64,44,44,69,73,52,56,69,66,48,41,49,64,10,10,10,10,10
4130,Rubén Gómez Peris,Bronze Rare,N/A,271757,63,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,29,29,60,42,44,28,46,60,21,23,20,6,41,10,23,8,6,12,10,25,26,10,46,25,11,14,7,11,12,63,62,61,61,63
4131,Carlos Dotor Gonzalez,Silver Non-rare,N/A,276949,68,14,-1,-1,-1,0,0,0,0,18,14,33,0,0,2,3,54,57,64,67,60,67,60,62,46,66,64,66,69,72,48,71,64,58,56,69,71,63,59,69,63,55,42,62,50,10,10,10,10,10
4132,Sophie Nachtigall,Silver Rare,N/A,277040,68,14,-1,-1,-1,0,0,0,0,18,0,0,0,0,1,2,66,66,68,57,56,71,64,70,56,62,66,69,67,73,36,70,66,45,41,66,70,45,55,66,64,50,32,48,54,10,10,10,10,10
4133,Vivaldo Semedo,Bronze Non-rare,N/A,273918,63,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,3,72,77,65,38,89,47,82,57,60,56,25,62,53,58,35,56,62,30,72,35,56,28,66,35,30,25,50,34,66,10,10,10,10,10
4134,Diogo de Carvalho Pinto,Silver Non-rare,N/A,279565,68,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,30,22,39,26,54,23,59,47,22,28,14,5,34,16,14,7,8,12,10,42,44,6,51,42,11,14,10,13,11,72,66,68,71,70
4135,Irakli Yegoian,Bronze Rare,N/A,275982,63,18,-1,-1,-1,0,0,0,0,31,0,0,0,0,2,3,59,70,67,84,38,54,40,59,49,65,34,57,64,69,54,65,56,54,43,55,63,44,67,55,48,44,59,60,51,10,10,10,10,10
4136,Rio Ngumoha,Silver Rare,N/A,80376,68,16,-1,-1,-1,34603008,0,0,0,30,0,0,0,0,2,3,92,89,85,88,61,62,54,62,39,71,36,64,66,68,64,71,65,52,38,49,57,32,68,49,39,30,57,63,59,10,10,10,10,10
4137,Brad Guzan,Silver Non-rare,N/A,164505,68,0,-1,-1,-1,1024,3,0,0,45,0,0,0,0,0,3,38,37,37,47,63,30,71,68,35,53,19,12,51,28,16,14,14,11,12,34,26,12,49,34,15,14,15,15,35,69,67,65,69,65
4138,Áron Yaakobishvili,Bronze Non-rare,N/A,276198,63,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,28,21,47,49,47,24,50,54,24,30,8,6,21,26,11,8,9,13,10,17,27,9,47,17,11,12,9,10,12,66,63,62,62,61
4139,Miguel Ángel Torrén,Silver Non-rare,N/A,176920,68,5,-1,-1,-1,0,0,0,0,13,0,0,0,0,1,3,66,55,67,69,76,70,74,69,80,67,67,52,59,62,48,56,44,59,70,70,68,68,57,70,65,64,39,57,64,10,10,10,10,10
4140,Tomáš Kalas,Silver Rare,N/A,201122,68,5,-1,-1,-1,134840336,0,0,0,12,0,0,0,0,1,3,62,89,52,62,78,72,82,69,70,70,64,46,48,54,49,49,38,31,67,52,63,65,66,52,68,67,24,29,53,10,10,10,10,10
4141,Yann Sturm,Bronze Non-rare,N/A,276697,63,16,-1,-1,-1,0,0,0,0,30,32,43,0,0,2,3,75,72,79,85,50,58,49,61,44,58,29,60,58,62,51,63,64,37,42,52,63,32,61,52,38,36,55,50,59,10,10,10,10,10
4142,Conor Townsend,Silver Non-rare,N/A,203751,68,7,-1,-1,-1,134217728,0,0,0,9,0,0,0,0,2,3,65,65,69,72,70,52,71,68,56,61,67,60,61,67,70,66,43,61,57,57,66,69,47,57,71,67,41,68,52,10,10,10,10,10
4143,Benjamin Uphoff,Silver Non-rare,N/A,206145,68,0,-1,-1,-1,0,0,0,0,45,0,0,0,0,0,2,36,40,29,34,59,23,64,66,15,23,12,10,26,22,11,10,8,11,12,22,36,13,48,22,11,13,9,8,24,67,69,64,67,68
4144,Adrián Suárez Ortega,Bronze Rare,N/A,277239,63,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,4,30,29,38,46,48,29,50,62,29,41,8,9,46,15,14,8,6,7,11,36,43,9,46,36,13,13,10,11,16,63,63,61,63,59
4145,Jamal Thiaré,Silver Rare,N/A,212790,68,25,-1,-1,-1,2,0,0,0,44,0,0,0,0,2,1,86,87,90,79,85,84,77,63,39,66,12,68,56,67,52,66,67,46,60,50,62,20,68,50,22,19,62,49,66,10,10,10,10,10
4146,Johnly Yfeko,Bronze Non-rare,N/A,277272,63,5,-1,-1,-1,512,0,0,0,48,9,0,0,0,1,3,67,73,51,53,76,46,77,53,69,54,57,27,44,60,39,57,31,26,62,57,61,58,50,57,63,61,31,49,39,10,10,10,10,10
4147,Francisco Calvo,Silver Non-rare,N/A,213064,68,5,-1,-1,-1,66576,0,0,0,11,0,0,0,0,1,3,63,63,62,78,74,77,74,66,78,61,72,54,52,62,59,64,41,42,66,66,62,62,55,66,70,66,36,61,43,10,10,10,10,10
4148,André Filipe M. Ribeiro Ferreira,Silver Non-rare,N/A,244020,68,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,38,39,60,55,66,33,76,64,27,38,19,11,49,24,19,18,17,12,12,27,28,12,50,27,14,18,13,17,20,68,64,66,68,69
4149,Joe Johnson,Bronze Rare,N/A,278193,63,7,-1,-1,-1,0,0,0,0,9,0,0,0,0,1,2,68,67,61,63,67,55,65,62,61,54,60,48,48,60,60,59,34,37,57,52,57,59,37,52,63,60,32,52,50,10,10,10,10,10
4150,Daniel Bielica,Silver Non-rare,N/A,244256,68,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,42,33,32,33,58,29,59,62,25,46,11,7,47,13,11,6,9,14,11,29,30,20,49,29,13,14,5,14,12,70,66,65,68,66
4151,Marco Tilio,Silver Non-rare,N/A,246009,68,12,-1,-1,-1,6291456,0,0,0,26,29,0,0,0,2,5,85,82,90,91,65,75,47,61,59,63,36,61,64,68,61,68,61,55,56,54,62,34,66,54,42,43,52,67,47,10,10,10,10,10
4152,Jesús Castillo,Silver Non-rare,N/A,259612,68,10,-1,-1,-1,0,0,0,0,17,18,0,0,0,2,3,61,54,60,62,60,69,74,64,67,65,64,54,64,66,45,62,55,58,43,71,73,61,67,71,67,63,36,40,55,10,10,10,10,10
4153,Morris Duggan,Bronze Non-rare,N/A,73854,61,5,-1,-1,-1,0,0,0,0,12,0,0,0,0,1,3,58,61,48,50,73,59,79,49,51,46,51,29,38,48,34,32,28,38,60,54,59,59,42,54,66,64,27,37,41,10,10,10,10,10
4154,Benoný Breki Andrésson,Bronze Non-rare,N/A,76016,61,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,3,66,69,66,62,65,54,60,60,42,57,15,61,45,58,39,59,63,41,57,32,53,12,62,32,17,14,60,45,58,10,10,10,10,10
4155,Lucciano Reinoso,Bronze Rare,N/A,70754,61,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,3,66,65,54,67,67,57,67,64,31,42,16,64,44,57,40,61,69,39,58,33,56,15,49,33,19,18,44,34,61,10,10,10,10,10
4156,Dylan Vangi,Bronze Non-rare,N/A,79637,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,64,66,50,48,71,57,66,57,60,44,59,21,32,49,39,29,24,37,68,49,59,56,48,49,62,60,23,37,38,10,10,10,10,10
4157,André Calisir,Bronze Non-rare,N/A,198178,61,5,-1,-1,-1,0,0,0,0,48,15,0,0,0,1,3,32,32,65,63,59,55,72,55,64,64,61,38,53,58,48,56,28,22,59,60,61,64,46,60,61,60,33,44,35,10,10,10,10,10
4158,Leo Mätzler,Bronze Non-rare,N/A,252231,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,65,60,44,56,72,60,71,59,64,58,58,28,36,45,37,41,24,31,61,41,54,60,41,41,63,59,26,22,31,10,10,10,10,10
4159,Josh Feeney,Bronze Non-rare,N/A,268550,61,5,-1,-1,-1,0,0,0,0,48,0,0,0,0,1,3,55,55,42,52,66,66,70,57,59,61,59,25,37,55,37,42,27,37,60,42,55,60,47,42,64,60,30,32,43,10,10,10,10,10
4160,Adam Boayar,Bronze Rare,N/A,279035,61,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,2,3,58,64,58,63,61,55,54,53,30,52,22,62,54,60,40,63,63,44,66,40,54,21,60,40,15,22,56,45,70,10,10,10,10,10
4161,Lasse Wilhelm,Bronze Non-rare,N/A,279219,61,5,-1,-1,-1,0,0,0,0,48,5,0,0,0,1,4,55,63,56,55,65,37,65,59,54,46,62,30,47,50,35,48,25,32,62,54,56,62,48,54,62,62,31,36,42,10,10,10,10,10
4162,Lucas Vennegoor of Hess.,Bronze Non-rare,N/A,70539,61,25,-1,-1,-1,0,0,0,0,44,0,0,0,0,1,4,55,62,49,53,67,62,67,60,55,51,16,64,49,61,32,58,61,33,66,28,52,22,59,28,20,19,48,32,60,10,10,10,10,10
4163,Neo Telle,Bronze Non-rare,N/A,76536,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,64,59,53,62,69,54,66,55,55,60,61,30,32,55,39,47,23,22,62,45,55,58,35,45,65,64,30,30,40,10,10,10,10,10
4164,Tiago Leonço,Bronze Non-rare,N/A,261618,61,25,-1,-1,-1,0,0,0,0,44,0,0,0,0,1,3,64,61,57,53,76,56,76,56,26,44,19,61,45,56,34,53,64,45,66,34,46,21,63,34,18,16,61,42,59,10,10,10,10,10
4165,Jamie Knight-Lebel,Bronze Non-rare,N/A,277747,61,5,-1,-1,-1,0,0,0,0,12,0,0,0,0,1,3,59,61,45,58,71,72,74,57,63,52,57,28,38,48,30,43,24,28,60,44,51,61,34,44,61,58,29,27,42,10,10,10,10,10
4166,Hemsley Akpa-Chukwu,Bronze Non-rare,N/A,278181,61,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,2,3,50,60,49,46,70,33,76,51,42,48,16,57,60,65,34,60,65,33,61,51,56,17,62,51,19,13,60,52,60,10,10,10,10,10
4167,Gabriele Bracaglia,Bronze Non-rare,N/A,74536,61,5,-1,-1,-1,262144,0,0,0,48,0,0,0,0,1,3,62,60,45,59,67,64,61,56,61,48,60,21,32,52,25,40,33,30,65,48,56,61,40,48,63,62,32,27,40,10,10,10,10,10
4168,Tōko Koga,Bronze Non-rare,N/A,79410,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,61,66,57,73,68,66,65,60,64,44,56,27,34,66,25,27,23,22,63,50,64,58,30,50,63,58,27,20,38,10,10,10,10,10
4169,Antony Alonso,Bronze Non-rare,N/A,266838,61,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,3,57,60,60,53,69,55,70,50,45,55,21,66,45,60,24,55,67,63,66,28,50,16,61,28,18,23,61,32,67,10,10,10,10,10
4170,Federico Accornero,Bronze Rare,N/A,274721,61,27,-1,-1,-1,0,0,0,0,38,0,0,0,0,2,3,68,64,70,67,38,48,38,53,47,48,19,65,51,62,64,65,57,35,38,47,56,18,60,47,23,22,45,43,51,10,10,10,10,10
4171,Bastien Meupiyou,Bronze Non-rare,N/A,278057,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,61,56,43,44,69,56,70,56,51,54,62,43,43,49,40,37,28,37,63,48,45,64,42,48,65,63,28,27,45,10,10,10,10,10
4172,Matías Contrera,Bronze Non-rare,N/A,75213,61,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,2,64,51,54,68,76,52,77,54,31,46,18,58,45,59,33,56,68,37,63,35,53,17,63,35,12,16,47,55,60,10,10,10,10,10
4173,Sam Lavelle,Bronze Rare,N/A,228928,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,55,54,43,60,64,71,79,59,65,54,60,31,38,48,28,41,25,29,60,42,49,61,40,42,61,60,23,33,35,10,10,10,10,10
4174,Luca Wollschläger,Bronze Rare,N/A,268747,61,25,-1,-1,-1,536870912,0,0,0,44,0,0,0,0,1,4,54,39,44,37,73,53,79,55,66,52,22,64,46,58,33,58,63,34,64,33,50,20,67,33,25,22,60,40,58,10,10,10,10,10
4175,Peter Amoran,Bronze Non-rare,N/A,278976,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,59,61,48,45,64,62,65,60,61,50,62,40,33,56,33,36,22,30,59,51,61,61,40,51,62,61,26,22,40,10,10,10,10,10
4176,Jack Sanders,Bronze Rare,N/A,257487,61,5,-1,-1,-1,0,0,0,0,12,0,0,0,0,1,2,50,44,36,37,73,67,87,55,75,48,56,25,34,50,40,40,32,30,59,50,53,54,38,50,60,59,27,38,36,10,10,10,10,10
4177,Roggerio Nyakossi,Bronze Non-rare,N/A,263655,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,52,60,32,44,74,66,90,56,59,58,56,24,46,49,36,39,22,25,58,42,45,57,37,42,62,60,24,31,40,10,10,10,10,10
4178,Jordan Majchrzak,Bronze Rare,N/A,274865,61,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,3,60,52,52,54,70,51,65,66,41,52,17,63,51,62,42,57,62,36,70,33,57,21,58,33,21,17,45,43,49,10,10,10,10,10
4179,Jason Sraha,Bronze Rare,N/A,264255,61,5,-1,-1,-1,0,0,0,0,48,9,0,0,0,1,2,59,66,42,47,71,61,75,60,61,45,60,30,29,45,39,43,24,24,60,39,46,61,34,39,60,58,24,26,37,10,10,10,10,10
4180,Tim Hoffmann,Bronze Non-rare,N/A,70951,61,5,-1,-1,-1,0,0,0,0,48,0,0,0,0,1,3,61,65,61,59,67,53,69,60,53,52,61,25,39,44,29,39,19,22,59,51,53,62,39,51,66,63,21,25,25,10,10,10,10,10
4181,Jamie Grimes,Bronze Non-rare,N/A,193478,61,5,-1,-1,-1,0,0,0,0,13,0,0,0,0,1,3,53,51,49,46,81,69,78,58,58,52,60,38,39,41,30,39,22,22,62,52,55,60,44,52,61,61,29,33,36,10,10,10,10,10
4182,Princess Ademiluyi,Bronze Non-rare,N/A,274842,61,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,2,3,63,64,66,52,68,36,65,55,26,49,17,62,44,67,31,66,60,31,62,41,60,18,53,41,16,15,51,30,59,10,10,10,10,10
4183,Dávid Kelemen,Bronze Rare,N/A,78701,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,54,56,47,50,68,65,72,52,72,59,59,30,35,52,29,33,20,25,60,61,64,61,35,61,60,58,24,24,38,10,10,10,10,10
4184,Farrend Rawson,Bronze Rare,N/A,223852,61,5,-1,-1,-1,557056,0,0,0,12,0,0,0,0,1,3,50,49,38,41,64,78,81,54,60,53,61,36,42,41,31,36,33,24,61,43,49,63,38,43,62,60,23,32,35,10,10,10,10,10
4185,Nik Tavares,Bronze Non-rare,N/A,238221,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,4,52,54,49,51,70,69,80,58,63,49,60,27,35,49,27,41,21,30,58,41,46,62,43,41,61,60,32,43,38,10,10,10,10,10
4186,Cory Sene,Bronze Non-rare,N/A,252185,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,39,53,53,38,64,51,83,59,65,54,62,34,40,47,31,39,32,28,54,42,49,60,43,42,61,61,32,41,36,10,10,10,10,10
4187,Mamadou Jobe,Bronze Rare,N/A,262714,61,5,-1,-1,-1,0,0,0,0,48,0,0,0,0,1,3,68,63,61,55,73,49,73,56,57,53,57,27,35,52,21,40,17,26,60,44,52,57,30,44,64,62,26,27,39,10,10,10,10,10
4188,Albin Démouchy,Bronze Non-rare,N/A,263461,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,50,52,44,53,63,43,60,55,55,57,62,27,39,54,50,42,33,32,66,49,58,60,35,49,65,62,31,33,43,10,10,10,10,10
4189,Nicolás Amasifuén,Bronze Non-rare,N/A,275249,61,5,-1,-1,-1,0,0,0,0,13,0,0,0,0,1,3,63,63,55,76,64,60,59,58,64,42,60,33,38,51,31,35,19,24,60,45,52,63,32,45,66,63,33,30,38,10,10,10,10,10
4190,Daniel Ihendu,Bronze Rare,N/A,275960,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,66,73,31,39,70,53,81,56,65,47,55,25,27,33,26,29,27,26,63,42,47,56,40,42,62,60,32,27,35,10,10,10,10,10
4191,Gonzalo Requena,Bronze Non-rare,N/A,276104,61,5,-1,-1,-1,0,0,0,0,12,0,0,0,0,1,2,55,55,49,50,67,64,78,44,49,45,60,27,28,58,36,36,22,35,54,30,54,57,42,30,66,70,36,34,42,10,10,10,10,10
4192,Min Gyu Jang,Bronze Non-rare,N/A,76851,61,5,-1,-1,-1,0,0,0,0,12,0,0,0,0,1,3,61,60,44,59,72,65,73,57,61,58,53,21,31,57,28,31,24,24,63,30,53,59,37,30,64,61,25,24,31,10,10,10,10,10
4193,Jonas Lietaert,Bronze Rare,N/A,278552,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,57,52,50,58,59,50,61,61,58,45,62,42,46,60,37,35,25,24,53,56,60,64,27,56,65,64,22,35,32,10,10,10,10,10
4194,Jonathan Norbye,Bronze Non-rare,N/A,72376,61,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,51,41,56,54,73,43,86,57,56,48,59,34,32,48,42,38,29,29,59,52,54,58,43,52,62,60,23,28,31,10,10,10,10,10
4195,Diego Valdés,Gold Non-rare,N/A,213597,75,18,-1,-1,-1,1056768,0,0,0,31,18,0,0,0,3,3,74,73,74,69,75,70,74,70,65,74,54,73,77,78,67,77,67,75,59,73,76,59,77,73,55,42,66,70,65,10,10,10,10,10
4196,Yvan Neyou,Gold Non-rare,N/A,237626,75,14,-1,-1,-1,16777216,0,0,0,20,15,0,0,0,1,3,56,67,70,73,67,78,64,72,85,75,75,75,72,78,67,78,64,45,66,73,78,75,64,73,74,72,55,60,67,10,10,10,10,10
4197,Ruben Vargas,Gold Non-rare,N/A,238581,75,16,-1,-1,-1,1048576,0,0,0,30,26,33,0,0,3,4,83,84,91,88,77,79,62,73,49,63,48,72,69,75,67,78,68,62,66,69,72,59,72,69,51,45,62,59,60,10,10,10,10,10
4198,Patrick Osterhage,Gold Non-rare,N/A,250931,75,10,-1,-1,-1,262144,0,0,0,17,18,0,0,0,2,3,72,83,72,67,76,86,71,74,72,70,78,60,62,69,63,68,52,47,64,70,72,76,68,70,73,76,47,59,45,10,10,10,10,10
4199,Georgios Vagiannidis,Gold Non-rare,N/A,255634,75,3,-1,-1,-1,0,0,0,0,3,0,0,0,0,2,3,83,80,78,75,74,81,63,72,68,66,71,65,68,76,73,75,52,45,59,65,75,71,63,65,71,69,41,71,42,10,10,10,10,10
4200,Estela Carbonell Muñoz,Gold Non-rare,N/A,272015,75,7,-1,-1,-1,134217728,0,0,0,10,30,0,0,0,2,4,82,83,80,56,88,67,76,69,51,55,72,57,72,72,71,74,47,42,73,68,76,77,60,68,74,69,67,51,49,10,10,10,10,10
4201,Alejandra Bernabé de Santiago,Gold Non-rare,N/A,272207,75,7,-1,-1,-1,16384,0,0,0,10,0,0,0,0,2,3,79,74,72,69,81,76,77,69,65,72,73,69,65,77,69,70,55,40,64,66,76,76,66,66,76,72,40,53,57,10,10,10,10,10
4202,Taison Barcellos Freda,Gold Non-rare,N/A,188803,75,18,-1,-1,-1,1,0,0,0,31,0,0,0,0,3,3,81,82,82,82,74,68,65,58,56,75,42,70,70,82,73,82,74,74,56,74,75,32,78,74,53,40,78,65,70,10,10,10,10,10
