playerid,firstname,surname,playerjerseyname,commonname,overallrating,gkglovetypecode,role5,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,facepsdlayer0,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,preferredposition5,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,preferredposition6,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,preferredposition7,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,sockstylecode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,firstnameid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,role3,smallsidedshoetypecode,emotion,runstylecode,facepsdlayer1,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode,lastnameid,playerjerseynameid,commonnameid,role4
78722,,,,,58,0,0,0,27,60201,0,12,0,57,1,56,0,0,0,47,0,1061,0,32,27,54,58,0,0,0,42,13,0,23,31,56,70,9,0,42,53,223101,49,2027,51,65,28,0,-1,0,12,63,65,0,175,3,0,12,47,29,155281,16,0,0,66,45,66,0,1,70,0,2,0,0,75,0,78722,12,32,1,-1,57,45,2,0,0,0,0,28,69,54,45,0,-1,0,1,8,9,0,1,0,0,161333,1,0,38,1,0,4,48,2,0,53,31534,0,5,0,1,0,53,1,0,0,503,3,0,0,0,1,2,0,0,30,0,2,0,67,35,0,-1,54,0,0,12,0,31552,0,0
78723,,,,,58,0,0,0,23,60201,0,20,0,39,1,55,0,0,0,48,0,554,0,28,-1,51,47,0,0,0,44,6,0,16,31,52,71,14,0,50,50,223101,51,2028,54,56,29,0,-1,0,4002,56,78,0,184,3,0,23,54,379,154313,12,0,0,58,52,53,0,1,72,0,2,0,0,61,0,78723,9,26,1,-1,53,37,1,0,0,0,0,41,81,51,43,0,-1,0,1,10,1,0,1,0,0,161705,1,0,46,1,0,3,57,2,0,55,454,0,14,0,1,0,51,2,0,0,501,3,0,0,0,2,2,0,0,30,0,2,0,79,25,0,-1,42,0,0,20,35041,35041,0,0
78729,,,,,61,0,0,0,38,60201,0,20,257,64,1,68,0,0,0,55,0,289,0,31,-1,45,47,0,0,0,55,10,0,17,31,63,71,15,0,49,57,223101,55,2027,59,63,25,0,-1,0,33,63,71,0,175,3,0,16,43,102,154155,27,0,0,63,44,51,0,0,66,0,2,0,0,78,0,78729,7,25,1,-1,62,49,2,0,0,0,0,39,62,58,38,0,-1,0,0,13,3,0,1,0,0,161654,1,0,45,2,0,3,38,3,0,53,39090,0,14,0,2,0,55,1,0,0,501,3,0,0,0,1,2,0,0,30,0,2,0,67,20,0,-1,51,0,0,3,25727,39088,39088,0
78731,,,,,58,21,0,0,1,60201,0,3,287,13,1,40,0,0,0,11,0,21,0,10,-1,17,16,0,0,0,7,60,0,14,31,12,72,58,0,48,30,223101,34,2026,6,8,12,0,-1,0,1503,58,32,0,190,3,0,-1,65,85,154254,0,0,0,12,57,41,0,0,86,0,2,0,0,30,0,78731,55,35,1,-1,20,10,0,0,0,0,0,23,37,55,11,0,-1,0,1,59,9,0,1,0,0,161652,1,0,45,1,0,3,57,4,3,23,13086,0,57,0,0,0,59,3,0,0,501,3,0,0,0,3,0,0,0,30,0,4,0,60,9,0,-1,9,0,0,3,25726,13088,13088,0
78732,,,,,51,0,0,0,11,70101,0,0,35,31,1,63,0,0,0,29,0,548,0,51,-1,47,40,0,0,0,29,9,0,52,31,32,66,5,0,44,40,220101,35,2028,29,33,50,0,-1,0,1024,41,52,0,172,3,0,-1,65,106,154980,5,0,0,41,58,36,0,2,68,0,2,0,0,66,0,78732,9,50,1,-1,46,30,1,0,0,0,0,50,64,40,46,0,-1,0,0,5,9,0,1,0,0,161651,1,0,183,1,0,3,57,4,0,49,32429,0,8,0,1,0,31,8,0,0,502,3,0,0,0,8,0,0,0,30,0,2,0,57,50,0,-1,26,0,0,0,3714,32429,0,0
78735,,,,,59,7,0,0,1,10000,0,19,0,14,1,20,0,0,0,6,0,162,0,14,-1,24,13,0,0,0,8,60,0,9,31,12,79,60,0,59,30,223101,42,2028,10,14,11,0,-1,0,3512,60,21,0,194,3,0,-1,61,323,155358,0,0,0,24,59,45,0,0,83,0,2,0,0,30,0,78735,60,20,1,-1,26,14,0,0,0,0,0,27,20,60,18,0,-1,0,1,53,1,3,1,0,0,161698,1,0,37,1,0,3,53,3,0,20,17026,0,59,0,0,0,53,2,0,0,502,3,0,0,0,2,0,0,0,30,0,5,0,60,8,0,-1,6,0,0,20,40292,40292,0,0
78736,,,,,52,0,0,21,31,60201,0,2,0,48,1,70,0,0,0,43,0,1078,0,41,-1,47,39,0,0,0,34,11,0,43,31,48,62,14,0,44,48,223101,49,2028,43,54,48,0,-1,0,1,56,76,0,176,3,0,14,46,302,154990,18,0,0,56,44,46,0,0,69,0,2,0,0,68,0,78736,9,42,1,-1,53,43,2,0,0,0,0,40,79,50,38,0,-1,0,0,14,1,0,1,0,0,161660,1,0,37,1,0,2,47,3,0,44,18757,0,8,0,1,0,41,1,0,0,500,2,0,0,0,2,0,0,0,30,0,2,0,77,43,0,-1,37,0,0,2,27445,27445,0,0
78742,,,,,51,0,0,0,35,2150201,0,6,0,42,1,74,0,0,0,44,0,141,0,20,12,44,42,0,0,0,35,12,0,27,31,43,62,7,0,45,44,223101,46,2028,42,52,24,0,-1,0,4005,54,70,0,172,3,0,18,36,106,155294,23,0,0,52,39,40,0,0,65,0,2,0,0,71,0,78742,10,26,1,-1,47,40,1,0,0,0,0,41,72,45,33,0,-1,0,0,10,2,0,1,0,0,161654,1,0,39,1,0,2,35,4,0,46,30528,0,9,0,1,0,40,2,0,0,502,1,0,0,0,2,0,0,0,30,0,1,0,71,31,0,-1,33,0,0,3,29947,29947,0,0
78748,,,,,64,0,0,0,14,60201,0,0,0,37,1,57,0,0,0,60,0,21,0,66,-1,55,44,0,0,0,45,5,0,64,15,42,79,14,0,66,55,223101,62,2030,52,57,58,0,-1,0,2002,60,63,0,186,3,0,14,68,1,154485,10,0,0,65,65,55,0,1,76,0,2,0,0,56,0,78748,14,63,1,-1,60,31,1,0,0,0,0,61,61,53,50,0,-1,0,1,13,3,0,1,0,0,161699,1,0,38,1,0,2,62,4,0,63,2145,0,13,0,1,0,50,4,0,0,503,3,0,0,0,4,2,0,0,21,0,5,0,62,64,0,-1,36,0,0,21,31490,2149,2150,0
78756,,,,,57,131,0,0,1,60201,0,5,45,12,1,36,0,0,0,8,0,176,0,10,-1,26,16,0,0,0,9,56,0,14,31,11,61,59,0,37,35,223101,31,2026,7,7,11,0,-1,0,4001,59,18,0,187,3,0,-1,53,73,153149,0,0,0,12,62,38,0,0,76,0,0,0,0,38,0,78756,51,21,1,-1,29,12,0,0,0,0,0,22,23,51,10,0,-1,0,1,59,9,3,1,0,0,160967,1,0,18,1,0,3,45,3,0,19,2978,0,62,0,0,0,59,2,0,0,502,2,0,0,0,2,0,0,0,30,0,5,0,56,9,0,-1,8,0,0,5,8901,8901,0,0
78757,,,,,67,0,0,0,11,60201,0,21,29,43,1,38,0,0,0,24,0,267,0,69,-1,48,38,0,4,0,18,10,0,65,31,46,68,13,0,67,47,223101,42,2026,26,42,65,0,-1,1,21,50,56,0,186,3,0,-1,75,126,151374,5,0,0,62,70,34,0,1,80,0,2,0,0,54,0,78757,11,67,1,-1,56,26,1,0,0,0,0,70,60,48,68,0,-1,0,0,8,9,0,1,0,16,160602,1,0,18,2,0,2,74,3,0,59,14750,0,14,0,1,0,27,5,0,0,503,3,0,0,0,1,0,0,0,30,0,5,0,58,66,0,-1,42,0,0,21,38254,38254,0,0
78758,,,,,61,0,0,0,3,60201,0,21,0,37,1,59,0,0,0,37,0,544,0,63,12,32,32,0,0,0,25,15,0,63,31,62,70,14,0,64,41,223101,41,2029,24,59,62,0,-1,0,5000,58,60,0,180,3,0,7,77,369,154730,3,0,0,58,64,31,0,1,80,0,2,0,0,62,0,78758,8,59,1,-1,38,17,1,0,0,0,0,31,67,41,31,0,-1,0,2,12,9,0,1,0,0,161698,1,0,18,1,0,2,59,4,0,64,18418,0,6,0,1,0,27,10,0,0,502,3,0,0,0,2,0,0,0,30,0,2,0,63,62,0,-1,30,0,0,21,24248,24248,0,0
78760,,,,,58,0,0,0,3,60201,0,6,35,37,1,58,0,0,0,32,0,687,0,61,12,36,34,0,0,0,26,14,0,52,31,62,65,5,0,56,38,223101,37,2026,23,50,60,0,-1,0,3502,53,50,0,170,3,0,5,48,66,154596,3,0,0,51,52,30,0,0,70,0,2,0,0,84,0,78760,11,57,1,-1,48,30,1,0,0,0,0,56,61,45,56,0,-1,0,2,7,9,3,1,0,0,161333,1,0,18,1,0,3,53,2,0,57,27291,0,5,0,1,0,26,4,0,0,501,3,0,0,0,2,0,0,0,30,0,8,0,55,56,0,-1,29,0,0,20,4933,4933,0,0
78761,,,,,64,0,0,0,11,60201,0,20,47,31,1,45,0,0,0,29,0,7,0,66,-1,31,41,0,0,0,26,9,0,67,31,48,71,6,0,65,52,223101,36,2026,22,42,65,0,-1,0,527,48,60,0,184,3,0,-1,70,124,153122,5,0,0,54,67,34,0,0,80,0,2,0,0,56,0,78761,8,65,1,-1,46,38,1,0,0,0,0,63,55,41,56,0,-1,0,0,8,4,0,1,0,0,160619,1,0,18,1,0,2,64,2,0,64,36285,0,15,0,1,0,28,3,0,0,503,3,0,0,0,1,2,0,0,30,0,2,0,58,66,0,-1,46,0,0,20,11272,11272,0,0
78764,,,,,66,0,0,0,14,60201,0,21,245,45,1,57,0,0,0,35,0,240,0,66,-1,63,42,0,0,0,31,12,0,71,31,38,66,12,0,65,46,230101,48,2027,35,58,63,0,-1,1,1012,60,53,0,179,3,0,14,58,441,150856,10,0,0,65,59,48,0,0,70,0,2,0,0,69,0,78764,10,66,1,-1,65,31,1,0,0,0,0,68,49,53,56,0,-1,0,1,8,9,0,1,0,16,160602,1,0,18,1,0,2,57,4,0,56,10317,0,6,0,1,4096,37,10,0,0,500,2,0,0,0,2,1,0,0,30,0,2,0,51,68,0,-1,29,0,0,21,30329,30329,0,0
78765,,,,,66,0,0,0,31,60201,0,27,0,65,1,70,0,0,0,58,0,55,0,46,14,65,42,0,0,0,63,9,0,13,31,56,78,15,0,55,67,224001,66,2029,59,74,41,0,-1,0,2016,71,68,0,181,3,0,23,65,102,154600,18,0,0,70,59,58,0,2,75,0,2,0,0,63,0,78765,8,29,1,-1,68,44,2,0,0,0,0,49,64,63,24,0,-1,0,0,9,4,0,1,0,0,161698,1,0,18,2,0,3,50,2,0,58,12595,0,6,0,2,0,59,2,0,0,501,3,0,0,0,1,0,0,0,30,0,1,0,66,20,0,-1,63,0,0,6,4335,4335,0,0
78766,,,,,62,0,0,0,18,60201,0,15,35,69,1,59,0,0,0,53,0,633,0,46,-1,67,46,0,0,0,71,7,0,48,31,44,70,7,0,53,64,223101,64,2026,48,64,51,0,-1,0,4024,65,61,0,171,1,0,-1,47,124,153787,14,0,0,69,46,70,0,0,70,0,2,0,0,80,0,78766,7,43,1,-1,69,46,1,0,0,0,0,46,58,62,35,0,-1,0,0,9,4,0,1,0,0,160602,1,0,18,1,0,2,40,5,0,45,23881,0,11,0,1,512,58,1,0,0,503,2,0,0,0,3,0,0,0,30,0,2,0,60,36,0,-1,74,0,0,1,31823,31823,0,0
78769,,,,,60,0,0,0,38,60201,0,21,245,65,1,51,0,0,0,62,0,650,0,21,-1,35,61,0,5,0,61,15,0,21,31,64,60,15,0,48,55,223101,54,2026,58,69,22,0,-1,0,1012,64,59,0,182,3,0,16,68,248,151431,27,0,0,65,55,73,0,2,70,0,2,0,0,67,0,78769,11,21,1,-1,47,41,2,0,0,0,0,34,57,51,35,0,-1,0,0,15,9,0,1,0,0,161333,1,0,18,1,0,2,51,4,0,45,5469,0,11,0,2,0,63,6,0,0,503,3,0,0,0,10,0,0,0,30,0,1,0,58,17,0,-1,72,0,0,21,27844,27844,0,0
78771,,,,,62,0,0,0,38,60201,0,0,260,67,1,67,0,0,0,61,0,1068,0,22,-1,32,52,0,0,0,59,11,0,15,31,65,62,12,0,51,65,223101,59,2026,63,67,25,0,-1,1,2020,66,67,0,179,0,0,16,59,102,151401,27,0,0,66,50,68,0,0,70,0,2,0,0,69,0,78771,9,21,1,-1,43,41,2,0,0,0,0,36,67,50,35,0,-1,0,0,6,4,3,1,0,16,160967,1,0,18,1,0,3,50,2,0,42,11003,0,8,0,2,0,63,3,0,0,501,2,0,0,0,1,0,0,0,30,0,1,0,67,19,0,-1,65,0,0,0,7565,7565,0,0
78774,,,,,52,0,0,0,18,60201,0,0,0,36,1,57,0,0,0,47,0,16,0,53,-1,54,38,0,0,0,39,11,0,48,31,47,58,13,0,53,40,223101,47,2025,35,50,49,0,-1,0,1503,52,63,0,167,3,0,-1,51,101,153564,14,0,0,51,56,48,0,2,63,0,2,0,0,67,0,78774,13,49,1,-1,59,33,1,0,0,0,0,59,67,51,48,0,-1,0,0,6,9,0,1,0,0,161517,1,0,53,1,0,2,50,4,0,64,6770,0,10,0,1,0,39,6,0,0,501,3,0,0,0,6,2,0,0,30,0,8,0,65,47,0,-1,37,0,0,0,39764,39764,0,0
78776,,,,,61,0,0,24,3,60201,0,19,16,42,1,70,0,0,0,46,0,1073,0,64,-1,44,43,0,0,0,32,7,0,55,31,52,81,6,0,56,43,223101,42,2026,35,63,67,0,-1,0,1512,60,68,0,179,4,0,12,51,44,155115,3,0,0,54,55,40,0,1,71,0,2,0,0,67,0,78776,10,59,1,-1,46,39,1,0,0,0,0,58,71,46,53,0,-1,0,2,6,3,0,1,0,8,161333,1,0,21,1,0,3,59,2,0,60,18550,0,14,0,1,0,36,2,0,0,501,3,0,0,0,2,2,0,0,30,0,1,0,69,57,0,-1,36,0,0,19,19829,19829,0,0
78778,,,,,64,0,0,0,35,60201,0,3,39,55,1,70,0,0,0,64,0,1106,0,30,-1,53,59,0,0,0,52,9,0,29,31,59,70,10,0,56,57,224001,60,2028,65,64,32,0,-1,0,2015,64,72,0,178,3,0,12,55,71,153895,23,0,0,64,60,62,0,2,73,0,2,0,0,61,0,78778,7,30,1,-1,62,53,2,0,0,0,0,57,74,59,37,0,-1,0,0,8,9,0,1,0,6,161698,1,0,219,2,0,3,54,3,0,75,9846,0,10,0,1,0,61,3,0,0,501,4,0,0,0,3,0,0,0,30,0,2,0,73,27,0,-1,48,0,0,3,14907,14907,0,0
78779,,,,,62,0,0,0,41,60201,7,21,45,46,1,65,0,0,0,65,0,162,0,20,-1,39,62,0,0,0,58,7,0,19,31,30,66,14,0,57,55,223101,42,2027,66,57,19,0,-1,12,2506,59,64,0,183,3,0,-1,60,106,152559,25,0,0,62,63,65,0,0,76,0,2,0,0,62,0,78779,14,23,1,-1,50,40,1,0,0,0,0,52,67,42,57,0,-1,0,0,11,9,0,1,0,8,161698,1,0,22,1,0,3,65,3,0,78,36167,0,14,0,1,0,64,3,0,0,502,3,0,0,0,5,0,0,0,30,0,2,0,65,18,0,-1,58,0,0,21,36926,36926,0,0
78780,,,,,58,0,0,0,18,70101,0,1,0,48,1,70,0,0,0,57,0,741,0,58,-1,58,54,0,0,0,50,9,0,55,31,51,79,9,0,52,47,123101,59,2028,51,57,55,0,-1,0,5523,59,66,0,162,3,0,-1,48,96,155459,14,0,0,62,50,52,0,1,54,0,2,0,0,63,1,78780,5,55,1,-1,60,50,2,0,0,0,0,52,65,57,48,0,-1,0,0,15,2,0,1,0,0,161333,1,0,21,1,0,3,48,4,0,53,17869,0,5,0,2,0,51,1,0,0,501,3,0,0,0,1,0,0,0,30,0,8,0,66,53,0,-1,46,0,0,6,38996,38996,0,0
78782,,,,,57,0,0,0,18,2150201,0,6,0,53,1,67,0,0,0,56,0,603,0,52,-1,56,54,0,4,0,56,5,0,54,31,48,78,15,0,52,45,123101,59,2028,58,53,41,0,-1,0,7016,57,66,0,171,3,0,-1,51,363,155494,14,0,1,61,50,55,0,1,64,0,5,0,0,61,1,78782,6,51,1,-1,62,52,2,0,0,0,0,49,58,57,46,0,-1,0,0,11,2,0,1,0,0,161333,1,0,21,1,0,3,48,2,0,51,21407,0,13,0,2,0,56,2,0,0,501,2,0,0,0,1,0,0,0,30,0,1,0,62,52,0,-1,50,0,0,6,10351,10351,0,0
78783,,,,,60,0,0,0,11,60201,0,5,259,24,1,48,0,0,0,25,0,694,0,64,-1,41,37,0,0,0,16,9,0,61,31,28,62,6,0,57,41,232001,27,2028,20,32,58,0,-1,0,67,40,61,0,191,3,0,7,64,76,151159,5,0,0,46,60,36,0,0,78,0,2,0,0,48,0,78783,7,62,1,-1,50,24,1,0,0,0,0,55,55,37,64,0,-1,0,0,14,6,0,1,0,0,160602,1,0,42,2,0,2,66,3,0,56,21617,0,9,0,1,0,24,1,0,0,501,3,0,0,0,1,2,0,0,30,0,4,0,58,62,0,-1,26,0,0,5,15073,15073,0,0
78784,,,,,72,0,0,0,7,60201,0,3,0,67,1,79,0,0,0,53,0,104,0,67,-1,59,37,0,0,0,39,13,0,67,31,69,79,5,0,67,63,223101,61,2030,41,71,71,0,-1,0,1508,71,83,0,177,3,0,16,58,124,153978,7,0,0,70,68,59,0,1,72,0,2,0,0,72,0,78784,7,65,1,-1,68,37,2,0,0,0,0,77,81,64,50,0,-1,0,2,6,9,0,1,0,0,161698,1,0,83,2,0,3,67,3,0,80,24116,0,8,0,2,0,45,3,0,0,503,4,0,0,0,3,0,0,0,30,0,2,0,82,66,0,-1,39,0,0,3,7336,7336,0,0
78785,,,,,60,0,0,0,31,70101,0,0,27,59,1,73,0,0,0,46,0,1061,0,41,-1,57,56,0,0,0,49,9,0,24,31,51,77,11,0,52,64,220101,57,2028,64,70,46,0,-1,0,1046,68,76,0,175,3,0,14,55,159,154494,18,0,0,66,48,63,0,2,70,0,2,0,0,75,0,78785,8,36,1,-1,56,45,2,0,0,0,0,44,77,55,48,0,-1,0,0,7,3,0,1,0,0,161664,1,0,34,1,0,2,62,4,0,36,12638,0,14,0,2,0,59,4,0,0,502,2,0,0,0,4,2,0,0,30,0,2,0,76,32,0,-1,53,0,0,0,31063,31063,0,0
78786,,,,,60,7,0,0,1,60201,0,15,0,15,1,33,0,0,0,9,0,284,0,19,-1,24,20,0,0,0,13,58,0,13,31,18,62,61,0,54,26,223101,35,2026,14,12,16,0,-1,0,2001,61,29,0,183,3,0,-1,48,363,151883,0,0,0,13,62,46,0,1,75,0,2,0,0,51,0,78786,61,28,1,-1,28,15,0,0,0,0,0,21,28,61,14,0,-1,0,1,57,1,0,1,0,0,161333,1,0,4,2,0,1,45,4,0,22,11711,0,62,0,0,0,57,2,0,0,501,3,0,0,0,2,2,0,0,30,0,2,0,58,11,0,-1,8,0,0,4,38856,38856,0,0
78787,,,,,57,4,0,0,1,2150201,0,6,0,15,1,31,0,0,0,9,0,207,0,17,-1,27,18,0,0,0,12,53,0,15,31,16,68,59,0,57,36,223101,33,2028,9,11,15,0,-1,0,2519,59,29,0,200,3,0,-1,74,363,154841,0,0,0,14,57,43,0,2,88,0,2,0,0,26,0,78787,57,25,1,-1,31,14,0,0,0,0,0,32,22,57,19,0,-1,0,1,56,3,0,1,0,0,160967,1,0,4,1,0,1,59,2,0,30,9605,0,57,0,0,0,56,2,0,0,501,3,0,0,0,2,2,0,0,30,0,5,0,53,12,0,-1,8,0,0,3,35081,35081,0,0
78788,,,,,65,0,0,0,23,60201,0,5,0,61,1,60,0,0,0,60,0,698,0,66,23,64,59,0,0,0,61,6,0,60,31,66,73,13,0,59,58,223101,62,2026,58,55,63,0,-1,0,4001,58,73,0,188,0,0,3,71,379,153291,12,0,0,62,72,64,0,1,78,0,2,0,0,64,0,78788,9,61,1,-1,67,56,2,0,0,0,0,65,75,65,57,0,-1,0,1,13,1,0,1,0,9,160973,1,0,4,1,0,2,74,3,0,79,11362,0,10,0,2,0,60,2,0,0,501,3,0,0,0,2,2,0,0,30,0,5,0,74,57,0,-1,54,0,0,6,38934,38934,0,0
78792,,,,,58,0,0,0,3,60201,0,1,0,47,1,57,0,0,0,42,0,164,0,56,-1,53,49,0,0,0,43,8,0,55,31,54,71,7,0,49,45,223101,44,2028,42,47,54,0,-1,0,18,50,68,0,185,3,0,12,66,379,154363,3,0,0,52,59,46,0,2,77,0,1,0,0,62,0,78792,8,55,1,-1,55,42,1,0,0,0,0,47,70,51,52,0,-1,0,2,8,2,0,1,0,0,161517,1,0,4,1,0,2,64,2,0,54,29506,0,13,0,1,0,43,1,0,0,501,3,0,0,0,1,2,0,0,30,0,4,0,69,54,0,-1,41,0,0,2,38632,38632,0,0
78793,,,,,68,0,0,0,31,240501,0,0,0,68,1,68,0,0,0,67,0,57,0,48,25,66,68,0,0,0,70,14,0,57,31,63,71,12,0,61,64,223101,70,2026,69,67,45,0,-1,5,6,68,64,0,184,3,0,23,62,431,152051,18,0,0,71,63,67,0,0,75,0,2,0,0,68,0,78793,13,52,1,-1,70,69,3,0,0,0,0,54,63,68,57,0,-1,0,0,12,3,0,1,0,9,160967,1,0,4,1,0,5,65,2,0,72,23771,0,14,0,2,0,68,2,0,0,502,3,0,0,0,3,2,0,0,30,0,2,0,64,54,0,14,62,0,0,0,13840,13840,0,0
78795,,,,,62,0,0,0,27,2310101,0,19,0,56,1,64,0,0,0,58,0,1284,0,39,27,57,51,0,0,0,56,7,0,39,31,62,71,7,0,53,46,223101,61,2028,59,61,31,0,-1,0,53,61,71,0,180,3,0,14,54,124,154534,16,0,0,64,51,58,0,0,70,0,2,0,0,63,0,78795,7,39,1,-1,62,48,2,0,0,0,0,42,73,60,45,0,-1,0,1,6,1,0,1,0,0,160967,1,0,4,1,0,3,56,3,0,52,11362,0,13,0,2,0,58,2,0,0,503,2,0,0,0,2,2,0,0,30,0,1,0,72,38,0,-1,54,0,0,6,31816,31816,0,0
78797,,,,,61,0,0,0,38,60201,0,0,16,56,1,69,0,0,0,62,0,451,0,30,16,53,55,0,0,0,56,10,0,31,31,58,65,6,0,54,56,220101,56,2026,61,58,28,0,-1,0,1029,60,75,0,178,3,0,25,55,68,153204,27,0,0,62,54,59,0,0,70,0,2,0,0,67,0,78797,8,31,1,-1,58,51,2,0,0,0,0,47,78,56,56,0,-1,0,0,10,9,0,1,0,0,161399,1,0,140,1,0,3,68,2,0,56,2350,0,9,0,2,0,59,6,0,0,501,3,0,0,0,5,2,0,0,30,0,1,0,76,26,0,-1,58,0,0,0,40734,40734,0,0
78799,,,,,62,0,0,0,41,60201,0,5,0,59,1,61,0,0,0,64,0,1068,0,39,-1,50,56,0,0,0,55,7,0,37,31,46,72,11,0,53,54,223101,52,2026,64,60,34,0,-1,0,37,61,67,0,185,3,0,-1,75,441,154175,25,0,0,64,67,60,0,0,75,0,2,0,0,65,0,78799,14,38,1,-1,60,52,2,0,0,0,0,56,66,54,62,0,-1,0,0,9,2,0,1,0,0,161333,1,0,4,1,0,2,74,3,0,58,8642,0,7,0,1,0,61,2,0,0,500,3,0,0,0,2,2,0,0,30,0,5,0,67,32,0,-1,58,0,0,5,4276,4276,0,0
78801,,,,,67,0,0,0,18,60201,0,5,0,65,1,69,0,0,0,64,0,18,0,64,-1,70,56,0,0,0,60,15,0,57,31,64,76,10,0,66,54,223101,67,2027,59,65,60,0,-1,0,526,66,73,0,179,0,0,-1,68,245,153143,14,0,0,66,71,63,0,0,73,0,2,0,0,80,0,78801,12,59,1,-1,69,53,1,0,0,0,0,66,76,67,57,0,-1,0,0,14,3,0,1,0,0,160648,1,0,23,1,0,3,73,4,0,79,25206,0,13,0,1,0,60,3,0,0,501,3,0,0,0,3,0,0,0,30,0,1,0,74,55,0,-1,57,0,0,5,38144,38144,0,0
78812,,,,,60,144,0,0,1,2150201,0,1,0,16,1,25,0,0,0,9,0,603,0,15,-1,34,18,0,0,0,6,58,0,9,31,15,73,59,0,59,25,123101,35,2026,9,8,13,0,-1,0,5509,59,34,0,171,3,0,-1,35,72,155075,0,0,0,13,61,44,0,0,58,0,2,0,0,44,1,78812,59,24,1,-1,40,10,0,0,0,0,0,19,18,59,15,0,-1,0,1,57,6,0,1,0,0,160937,1,0,18,1,0,2,35,4,0,18,1872,0,61,0,0,0,57,1,0,0,501,3,0,0,0,1,0,0,0,30,0,3,0,58,10,0,-1,10,0,0,2,5203,5203,0,0
78813,,,,,70,7,0,0,1,60101,0,5,0,26,1,31,0,0,0,6,0,901,0,19,-1,45,14,0,0,0,9,70,0,15,31,25,75,70,0,68,38,120001,25,2026,8,20,12,0,-1,0,10028,70,25,0,172,3,0,-1,38,431,152355,0,0,0,40,69,56,0,1,58,0,2,0,0,40,1,78813,75,23,1,-1,46,10,0,0,0,0,0,25,21,75,15,0,-1,0,1,68,5,0,1,0,0,160997,1,0,18,1,0,3,41,2,0,33,4761,0,69,0,0,0,68,1,0,0,502,3,0,0,0,1,0,0,0,30,0,2,0,70,6,0,-1,15,0,0,5,17814,17814,0,0
78817,,,,,68,0,0,0,11,60201,0,0,0,36,1,52,0,0,0,51,0,505,0,72,-1,59,37,0,0,0,35,12,0,65,31,44,78,7,0,66,48,123101,45,2026,33,40,63,0,-1,0,5520,52,48,0,172,3,0,-1,78,96,154342,5,0,0,68,70,45,0,1,59,0,2,0,0,59,1,78817,7,69,1,-1,69,36,1,0,0,0,0,56,66,54,71,0,-1,0,0,8,9,0,1,0,0,161151,1,0,129,1,0,2,82,4,0,61,11590,0,10,0,1,0,37,4,0,0,501,3,0,0,0,4,0,0,0,30,0,1,0,56,69,0,-1,33,0,0,0,10473,10473,0,0
78820,,,,,70,0,0,0,11,70101,0,15,0,48,1,50,0,0,0,25,0,596,0,71,-1,63,30,0,3,0,19,7,0,70,31,29,78,14,0,69,50,123101,28,2026,25,72,70,0,-1,0,7001,68,65,0,168,3,0,-1,62,75,153402,5,0,0,72,67,42,0,0,59,0,2,0,0,64,1,78820,11,71,1,-1,70,25,1,0,0,0,0,69,51,49,73,0,-1,0,0,10,1,0,1,0,0,160303,1,0,18,1,0,3,69,2,0,74,11502,0,11,0,1,0,28,1,0,0,503,3,0,0,0,1,0,0,0,30,0,8,0,59,71,0,-1,40,0,0,1,30108,30108,0,0
78821,,,,,69,0,0,0,7,2150201,0,6,0,40,1,57,0,0,0,42,0,598,0,69,16,66,30,0,0,0,36,8,0,68,31,65,76,14,0,66,49,120001,36,2026,25,69,68,0,-1,0,10028,67,69,0,161,3,0,5,56,73,152657,7,0,0,70,56,33,0,1,52,0,2,0,0,63,1,78821,9,69,1,-1,69,31,1,0,0,0,0,51,73,58,70,0,-1,0,2,12,9,0,1,0,6,160303,1,0,97,2,0,3,71,3,0,56,10765,0,11,0,1,0,30,4,0,0,502,3,0,0,0,4,0,0,0,30,0,7,0,71,69,0,-1,24,0,0,6,34343,34343,0,0
